조사연도,응답자ID,응답자키
2021,1097028,T21-003226
2021,1097029,T21-002638
2021,1097030,T21-003852
2021,1097031,T21-002342
2021,1097032,T21-003164
2021,1098001,T21-003530
2021,1098002,T21-001454
2021,1098003,T21-004624
2021,1098004,T21-003003
2021,1098005,T21-003655
2021,1098006,T21-003354
2021,1098007,T21-000141
2021,1098008,T21-003803
2021,1098009,T21-002184
2021,1098010,T21-002764
2021,1098011,T21-000520
2021,1098012,T21-003737
2021,1098013,T21-002621
2021,1098014,T21-002473
2021,1098015,T21-000044
2021,1098016,T21-003915
2021,1098017,T21-002666
2021,1098018,T21-002607
2021,1098019,T21-004407
2021,1098020,T21-002682
2021,1098021,T21-004730
2021,1098022,T21-003142
2021,1098023,T21-004310
2021,1098024,T21-002035
2021,1098025,T21-002994
2021,1098026,T21-001368
2021,1098027,T21-000497
2021,1098028,T21-001176
2021,1098029,T21-000753
2021,1098030,T21-001383
2021,1098031,T21-000187
2021,1098032,T21-003593
2021,1098033,T21-003043
2021,1098034,T21-000477
2021,1098035,T21-005136
2021,1098036,T21-000070
2021,1098037,T21-003882
2021,1099001,T21-001166
2021,1099002,T21-005119
2021,1099003,T21-004282
2021,1099004,T21-001490
2021,1099005,T21-003824
2021,1099006,T21-004620
2021,1099007,T21-002022
2021,1099008,T21-005021
2021,1099009,T21-001618
2021,1099010,T21-001340
2021,1099011,T21-003745
2021,1099012,T21-005156
2021,1099013,T21-004832
2021,1099014,T21-003697
2021,1099015,T21-004670
2021,1099016,T21-000923
2021,1099017,T21-002740
2021,1099018,T21-002632
2021,1099019,T21-002384
2021,1099020,T21-001535
2021,1099021,T21-001751
2021,1099022,T21-004889
2021,1099023,T21-005042
2021,1099024,T21-000629
2021,1099025,T21-003088
2021,1099026,T21-004449
2021,1099027,T21-000531
2021,1099028,T21-001828
2021,1099029,T21-004010
2021,1099030,T21-004201
2021,1099031,T21-005037
2021,1099032,T21-003214
2021,1099033,T21-003900
2021,1099034,T21-003034
2021,1099035,T21-002048
2021,1099036,T21-000843
2021,1099037,T21-003289
2021,1099038,T21-002592
2021,1099039,T21-004643
2021,1099040,T21-000979
2021,1099041,T21-000612
2021,1099042,T21-003197
2021,1099043,T21-000863
2021,1099044,T21-001627
2021,1100001,T21-002904
2021,1100002,T21-004148
2021,1100003,T21-002010
2021,1100004,T21-001746
2021,1100005,T21-000557
2021,1100006,T21-002475
2021,1100007,T21-002438
2021,1100008,T21-001438
2021,1100009,T21-000038
2021,1100010,T21-004090
2021,1100011,T21-002143
2021,1100012,T21-001815
2021,1100013,T21-001922
2021,1100014,T21-004669
2021,1100015,T21-004872
2021,1100016,T21-003057
2021,1100017,T21-000006
2021,1100018,T21-003382
2021,1100019,T21-004505
2021,1100020,T21-002080
2021,1101001,T21-003639
2021,1101002,T21-002836
2021,1101003,T21-003154
2021,1101004,T21-000256
2021,1101005,T21-003129
2021,1101006,T21-000285
2021,1101007,T21-004576
2021,1101008,T21-003267
2021,1101009,T21-004617
2021,1101010,T21-002094
2021,1101011,T21-000148
2021,1101012,T21-000097
2021,1101013,T21-001939
2021,1101014,T21-002634
2021,1101015,T21-003872
2021,1101016,T21-004032
2021,1101017,T21-001367
2021,1101018,T21-003711
2021,1101019,T21-004802
2021,1101020,T21-004806
2021,1102001,T21-003344
2021,1102002,T21-002208
2021,1102003,T21-001543
2021,1102004,T21-004879
2021,1102005,T21-001138
2021,1102006,T21-002854
2021,1102007,T21-000114
2021,1102008,T21-003571
2021,1102009,T21-003051
2021,1102010,T21-001874
2021,1102011,T21-002569
2021,1102012,T21-000667
2021,1102013,T21-000232
2021,1102014,T21-004786
2021,1102015,T21-003615
2021,1102016,T21-000511
2021,1102017,T21-004645
2021,1102018,T21-003491
2021,1102019,T21-005084
2021,1102020,T21-004960
2021,1103001,T21-003031
2021,1103002,T21-004439
2021,1103003,T21-000994
2021,1103004,T21-002884
2021,1103005,T21-000110
2021,1103006,T21-002593
2021,1103007,T21-001086
2021,1103008,T21-001361
2021,1103009,T21-002404
2021,1103010,T21-002953
2021,1103011,T21-001274
2021,1103012,T21-003618
2021,1103013,T21-004359
2021,1103014,T21-002428
2021,1103015,T21-000854
2021,1103016,T21-003979
2021,1103017,T21-003058
2021,1103018,T21-000014
2021,1103019,T21-003598
2021,1104001,T21-003124
2021,1104002,T21-001043
2021,1104003,T21-001772
2021,1104004,T21-001171
2021,1104005,T21-002034
2021,1104006,T21-000698
2021,1104007,T21-000732
2021,1104008,T21-004592
2021,1104009,T21-001321
2021,1104010,T21-001973
2021,1104011,T21-004528
2021,1104012,T21-000425
2021,1104013,T21-004804
2021,1104014,T21-001346
2021,1104015,T21-000720
2021,1104016,T21-003496
2021,1104017,T21-000620
2021,1104018,T21-004069
2021,1104019,T21-004857
2021,1104020,T21-001516
2021,1104021,T21-000475
2021,1104022,T21-003960
2021,1104023,T21-002223
2021,1104024,T21-001011
2021,1104025,T21-000983
2021,1105001,T21-004038
2021,1105002,T21-005012
2021,1105003,T21-004279
2021,1105004,T21-004315
2021,1105005,T21-002435
2021,1105006,T21-002329
2021,1105007,T21-001064
2021,1105008,T21-003169
2021,1105009,T21-001710
2021,1105010,T21-000692
2021,1105011,T21-000825
2021,1105012,T21-001625
2021,1105013,T21-004752
2021,1105014,T21-004818
2021,1105015,T21-003717
2021,1105016,T21-000573
2021,1105017,T21-002133
2021,1105018,T21-004471
2021,1105019,T21-000342
2021,1105020,T21-003508
2021,1105021,T21-004881
2021,1106001,T21-004506
2021,1106002,T21-005115
2021,1106003,T21-002175
2021,1106004,T21-002942
2021,1106005,T21-000847
2021,1106006,T21-002167
2021,1106007,T21-002987
2021,1106008,T21-001652
2021,1106009,T21-004242
2021,1106010,T21-000544
2021,1106011,T21-004518
2021,1106012,T21-000004
2021,1106013,T21-000074
2021,1106014,T21-003161
2021,1106015,T21-000873
2021,1106016,T21-003281
2021,1106017,T21-004923
2021,1106018,T21-004358
2021,1106019,T21-000081
2021,1106020,T21-000578
2021,1107001,T21-003889
2021,1107002,T21-002272
2021,1107003,T21-002888
2021,1107004,T21-002382
2021,1107005,T21-001524
2021,1107006,T21-001260
2021,1107007,T21-001492
2021,1107008,T21-001441
2021,1107009,T21-003292
2021,1107010,T21-004213
2021,1107011,T21-000819
2021,1107012,T21-003727
2021,1107013,T21-004116
2021,1107014,T21-004545
2021,1107015,T21-000649
2021,1107016,T21-002603
2021,1107017,T21-002965
2021,1107018,T21-001517
2021,1107019,T21-000742
2021,1107020,T21-000827
2021,1107021,T21-001428
2021,1107022,T21-004045
2021,1107023,T21-004139
2021,1107024,T21-001686
2021,1107025,T21-004485
2021,1107026,T21-001624
2021,1107027,T21-002995
2021,1107028,T21-002488
2021,1107029,T21-004145
2021,1107030,T21-001391
2021,1107031,T21-000112
2021,1107032,T21-004830
2021,1107033,T21-000781
2021,1107034,T21-003331
2021,1108001,T21-003644
2021,1108002,T21-004048
2021,1108003,T21-001844
2021,1108004,T21-002349
2021,1108005,T21-001643
2021,1108006,T21-000391
2021,1108007,T21-002957
2021,1108008,T21-000442
2021,1108009,T21-003096
2021,1108010,T21-002247
2021,1108011,T21-001713
2021,1108012,T21-001016
2021,1108013,T21-000670
2021,1108014,T21-005142
2021,1108015,T21-001181
2021,1108016,T21-001984
2021,1108017,T21-003091
2021,1108018,T21-004683
2021,1108019,T21-004775
2021,1108020,T21-004133
2021,1108021,T21-000869
2021,1108022,T21-004719
2021,1108023,T21-001363
2021,1108024,T21-002605
2021,1108025,T21-004839
2021,1108026,T21-003374
2021,1108027,T21-001948
2021,1109001,T21-002072
2021,1109002,T21-003771
2021,1109003,T21-001731
2021,1109004,T21-002545
2021,1109005,T21-001851
2021,1109006,T21-002044
2021,1109007,T21-003583
2021,1109008,T21-001240
2021,1109009,T21-002307
2021,1109010,T21-000353
2021,1109011,T21-003013
2021,1109012,T21-004582
2021,1109013,T21-001464
2021,1109014,T21-005045
2021,1109015,T21-001122
2021,1109016,T21-000915
2021,1109017,T21-000712
2021,1109018,T21-004967
2021,1109019,T21-002962
2021,1109020,T21-001615
2021,1109021,T21-004400
2021,1109022,T21-000101
2021,1109023,T21-005022
2021,1109024,T21-000745
2021,1109025,T21-004548
2021,1109026,T21-003126
2021,1109027,T21-003747
2021,1109028,T21-003760
2021,1109029,T21-001133
2021,1109030,T21-002595
2021,1109031,T21-004153
2021,1109032,T21-002229
2021,1109033,T21-001281
2021,1109034,T21-001182
2021,1109035,T21-004375
2021,1109036,T21-001349
2021,1109037,T21-004369
2021,1109038,T21-004734
2021,1109039,T21-004672
2021,1110001,T21-005182
2021,1110002,T21-003575
2021,1110003,T21-003938
2021,1110004,T21-000515
2021,1110005,T21-001065
2021,1110006,T21-001720
2021,1110007,T21-004852
2021,1110008,T21-004704
2021,1110009,T21-002489
2021,1110010,T21-004387
2021,1110011,T21-003480
2021,1110012,T21-001010
2021,1110013,T21-000188
2021,1110014,T21-003886
2021,1110015,T21-002275
2021,1110016,T21-002487
2021,1110017,T21-004353
2021,1110018,T21-004434
2021,1110019,T21-004913
2021,1110020,T21-002979
2021,1110021,T21-004207
2021,1110022,T21-001734
2021,1110023,T21-001207
2021,1110024,T21-000245
2021,1110025,T21-000496
2021,1110026,T21-000224
2021,1110027,T21-004286
2021,1110028,T21-004507
2021,1110029,T21-002461
2021,1110030,T21-005154
2021,1110031,T21-000749
2021,1110032,T21-001121
2021,1110033,T21-002081
2021,1110034,T21-000152
2021,1110035,T21-004053
2021,1110036,T21-000677
2021,1110037,T21-002398
2021,1110038,T21-003631
2021,1110039,T21-003762
2021,1110040,T21-000236
2021,1110041,T21-001933
2021,1110042,T21-004382
2021,1110043,T21-000090
2021,1110044,T21-002536
2021,1110045,T21-001767
2021,1110046,T21-005140
2021,1110047,T21-001042
2021,1110048,T21-003946
2021,1111001,T21-002924
2021,1111002,T21-002267
2021,1111003,T21-001542
2021,1111004,T21-002687
2021,1111005,T21-001232
2021,1111006,T21-005169
2021,1111007,T21-000324
2021,1111008,T21-005189
2021,1111009,T21-002860
2021,1111010,T21-002720
2021,1111011,T21-000218
2021,1111012,T21-004314
2021,1111013,T21-003649
2021,1111014,T21-004611
2021,1111015,T21-002725
2021,1111016,T21-000483
2021,1112001,T21-000206
2021,1112002,T21-004151
2021,1112003,T21-002771
2021,1112004,T21-004727
2021,1112005,T21-004467
2021,1112006,T21-000610
2021,1112007,T21-002966
2021,1112008,T21-002006
2021,1112009,T21-003921
2021,1112010,T21-000684
2021,1112011,T21-002721
2021,1112012,T21-000713
2021,1112013,T21-001679
2021,1112014,T21-001835
2021,1112015,T21-002164
2021,1112016,T21-003569
2021,1112017,T21-000816
2021,1112018,T21-002360
2021,1112019,T21-001592
2021,1112020,T21-001047
2021,1112021,T21-001130
2021,1112022,T21-004892
2021,1112023,T21-003196
2021,1112024,T21-003249
2021,1112025,T21-004915
2021,1112026,T21-000507
2021,1112027,T21-000546
2021,1112028,T21-002887
2021,1112029,T21-001702
2021,1112030,T21-001436
2021,1112031,T21-004797
2021,1112032,T21-001117
2021,1112033,T21-004346
2021,1112034,T21-001988
2021,1112035,T21-003934
2021,1112036,T21-000909
2021,1112037,T21-001263
2021,1112038,T21-001317
2021,1112039,T21-000172
2021,1112040,T21-004027
2021,1112041,T21-003918
2021,1112042,T21-001644
2021,1112043,T21-001483
2021,1112044,T21-004665
2021,1113001,T21-000617
2021,1113002,T21-004127
2021,1113003,T21-002787
2021,1113004,T21-003445
2021,1113005,T21-003692
2021,1113006,T21-004247
2021,1113007,T21-000495
2021,1113008,T21-003061
2021,1113009,T21-000702
2021,1113010,T21-004512
2021,1113011,T21-003686
2021,1113012,T21-000182
2021,1113013,T21-003106
2021,1113014,T21-002444
2021,1113015,T21-001242
2021,1113016,T21-004140
2021,1113017,T21-002407
2021,1113018,T21-002388
2021,1113019,T21-004739
2021,1113020,T21-004635
2021,1113021,T21-002971
2021,1113022,T21-004743
2021,1113023,T21-000122
2021,1113024,T21-001678
2021,1113025,T21-001655
2021,1113026,T21-001102
2021,1113027,T21-002810
2021,1113028,T21-004784
2021,1113029,T21-005032
2021,1113030,T21-001502
2021,1113031,T21-004000
2021,1113032,T21-003973
2021,1113033,T21-003291
2021,1113034,T21-002816
2021,1113035,T21-003523
2021,1113036,T21-001291
2021,1113037,T21-002802
2021,1113038,T21-005157
2021,1114001,T21-000933
2021,1114002,T21-001546
2021,1114003,T21-001757
2021,1114004,T21-001567
2021,1114005,T21-000516
2021,1114006,T21-002602
2021,1114007,T21-003384
2021,1114008,T21-003415
2021,1114009,T21-000993
2021,1114010,T21-002510
2021,1114011,T21-003780
2021,1114012,T21-002653
2021,1114013,T21-001288
2021,1114014,T21-001691
2021,1114015,T21-004504
2021,1114016,T21-002974
2021,1114017,T21-003212
2021,1114018,T21-001250
2021,1114019,T21-002923
2021,1114020,T21-004418
2021,1114021,T21-001735
2021,1114022,T21-000888
2021,1114023,T21-000250
2021,1115001,T21-004026
2021,1115002,T21-001566
2021,1115003,T21-002027
2021,1115004,T21-001904
2021,1115005,T21-001223
2021,1115006,T21-003076
2021,1115007,T21-002541
2021,1115008,T21-003068
2021,1115009,T21-003092
2021,1115010,T21-001747
2021,1115011,T21-000060
2021,1115012,T21-000810
2021,1115013,T21-005159
2021,1115014,T21-001028
2021,1115015,T21-001890
2021,1115016,T21-005011
2021,1115017,T21-005187
2021,1115018,T21-005083
2021,1115019,T21-005070
2021,1115020,T21-000185
2021,1115021,T21-001276
2021,1115022,T21-003606
2021,1115023,T21-001630
2021,1115024,T21-003931
2021,1115025,T21-003596
2021,1115026,T21-002811
2021,1115027,T21-000746
2021,1115028,T21-000966
2021,1115029,T21-002652
2021,1116001,T21-001903
2021,1116002,T21-005171
2021,1116003,T21-001140
2021,1116004,T21-001763
2021,1116005,T21-002484
2021,1116006,T21-003773
2021,1116007,T21-000469
2021,1116008,T21-001022
2021,1116009,T21-002068
2021,1116010,T21-004001
2021,1116011,T21-001300
2021,1116012,T21-002515
2021,1116013,T21-002554
2021,1116014,T21-002964
2021,1116015,T21-004682
2021,1116016,T21-003798
2021,1116017,T21-001160
2021,1116018,T21-000315
2021,1116019,T21-001437
2021,1116020,T21-000156
2021,1116021,T21-004744
2021,1116022,T21-000162
2021,1116023,T21-001136
2021,1116024,T21-001301
2021,1116025,T21-004535
2021,1116026,T21-002503
2021,1116027,T21-003256
2021,1116028,T21-000463
2021,1116029,T21-003175
2021,1116030,T21-000320
2021,1116031,T21-001450
2021,1116032,T21-001593
2021,1116033,T21-004659
2021,1116034,T21-000715
2021,1116035,T21-004724
2021,1116036,T21-000797
2021,1116037,T21-002375
2021,1116038,T21-001014
2021,1116039,T21-000619
2021,1116040,T21-001783
2021,1117001,T21-001684
2021,1117002,T21-003497
2021,1117003,T21-003419
2021,1117004,T21-000144
2021,1117005,T21-001908
2021,1117006,T21-000590
2021,1117007,T21-003869
2021,1117008,T21-004994
2021,1117009,T21-001931
2021,1117010,T21-003909
2021,1117011,T21-001092
2021,1117012,T21-000697
2021,1117013,T21-004076
2021,1117014,T21-001605
2021,1117015,T21-001244
2021,1118001,T21-000714
2021,1118002,T21-003072
2021,1118003,T21-000447
2021,1118004,T21-001398
2021,1118005,T21-001847
2021,1118006,T21-004086
2021,1118007,T21-001789
2021,1118008,T21-004555
2021,1118009,T21-000415
2021,1118010,T21-001762
2021,1118011,T21-000329
2021,1118012,T21-002943
2021,1118013,T21-000782
2021,1118014,T21-004667
2021,1118015,T21-003754
2021,1118016,T21-001338
2021,1118017,T21-000783
2021,1118018,T21-003601
2021,1118019,T21-003920
2021,1118020,T21-004075
2021,1118021,T21-003710
2021,1118022,T21-001659
2021,1118023,T21-000501
2021,1118024,T21-004585
2021,1118025,T21-000884
2021,1118026,T21-001173
2021,1118027,T21-001787
2021,1118028,T21-001015
2021,1118029,T21-001145
2021,1118030,T21-000402
2021,1118031,T21-001013
2021,1118032,T21-002844
2021,1118033,T21-001583
2021,1119001,T21-004020
2021,1119002,T21-002832
2021,1119003,T21-001167
2021,1119004,T21-002191
2021,1119005,T21-003524
2021,1119006,T21-003464
2021,1119007,T21-002710
2021,1119008,T21-001839
2021,1119009,T21-004908
2021,1119010,T21-000939
2021,1119011,T21-002809
2021,1119012,T21-003255
2021,1119013,T21-004456
2021,1119014,T21-005069
2021,1119015,T21-004631
2021,1119016,T21-001866
2021,1119017,T21-000706
2021,1119018,T21-002530
2021,1119019,T21-001928
2021,1119020,T21-001282
2021,1119021,T21-000661
2021,1119022,T21-002194
2021,1119023,T21-004028
2021,1119024,T21-001119
2021,1119025,T21-003135
2021,1119026,T21-004637
2021,1119027,T21-002115
2021,1119028,T21-003698
2021,1119029,T21-001788
2021,1119030,T21-004896
2021,1119031,T21-003725
2021,1119032,T21-003907
2021,1120001,T21-001944
2021,1120002,T21-002908
2021,1120003,T21-000370
2021,1120004,T21-000049
2021,1120005,T21-000937
2021,1120006,T21-002412
2021,1120007,T21-000916
2021,1120008,T21-003965
2021,1120009,T21-002116
2021,1120010,T21-002655
2021,1120011,T21-002220
2021,1120012,T21-004686
2021,1120013,T21-002609
2021,1120014,T21-004542
2021,1120015,T21-001057
2021,1120016,T21-005093
2021,1120017,T21-004073
2021,1120018,T21-001969
2021,1120019,T21-001809
2021,1120020,T21-003053
2021,1120021,T21-002248
2021,1121001,T21-003619
2021,1121002,T21-000585
2021,1121003,T21-002344
2021,1121004,T21-004323
2021,1121005,T21-002195
2021,1121006,T21-002137
2021,1121007,T21-000248
2021,1121008,T21-002469
2021,1121009,T21-001411
2021,1121010,T21-004137
2021,1121011,T21-000444
2021,1121012,T21-001658
2021,1121013,T21-002362
2021,1121014,T21-000016
2021,1121015,T21-004808
2021,1121016,T21-002177
2021,1121017,T21-000891
2021,1121018,T21-000242
2021,1121019,T21-004397
2021,1121020,T21-000609
2021,1121021,T21-004287
2021,1121022,T21-004101
2021,1121023,T21-003081
2021,1121024,T21-004942
2021,1121025,T21-000741
2021,1121026,T21-001169
2021,1121027,T21-003189
2021,1121028,T21-000480
2021,1121029,T21-001768
2021,1122001,T21-000124
2021,1122002,T21-000276
2021,1122003,T21-001857
2021,1122004,T21-000589
2021,1122005,T21-002216
2021,1122006,T21-004831
2021,1122007,T21-003507
2021,1122008,T21-003150
2021,1122009,T21-000773
2021,1122010,T21-000986
2021,1122011,T21-002920
2021,1122012,T21-001365
2021,1122013,T21-003320
2021,1122014,T21-003906
2021,1122015,T21-001162
2021,1122016,T21-004352
2021,1122017,T21-001865
2021,1122018,T21-000378
2021,1122019,T21-002657
2021,1122020,T21-005145
2021,1122021,T21-004815
2021,1122022,T21-002122
2021,1122023,T21-004132
2021,1122024,T21-005065
2021,1122025,T21-003402
2021,1122026,T21-004212
2021,1122027,T21-001598
2021,1122028,T21-001700
2021,1122029,T21-003628
2021,1123001,T21-003431
2021,1123002,T21-002913
2021,1123003,T21-002004
2021,1123004,T21-000289
2021,1123005,T21-003416
2021,1123006,T21-002117
2021,1123007,T21-002712
2021,1123008,T21-002443
2021,1123009,T21-000640
2021,1123010,T21-001505
2021,1123011,T21-002823
2021,1123012,T21-001312
2021,1123013,T21-001477
2021,1123014,T21-002625
2021,1123015,T21-002420
2021,1123016,T21-003485
2021,1123017,T21-004381
2021,1123018,T21-003335
2021,1123019,T21-003159
2021,1123020,T21-001056
2021,1123021,T21-004975
2021,1123022,T21-003128
2021,1123023,T21-003930
2021,1123024,T21-000339
2021,1123025,T21-002707
2021,1123026,T21-001813
2021,1123027,T21-001087
2021,1123028,T21-000710
2021,1123029,T21-004924
2021,1123030,T21-000663
2021,1123031,T21-000625
2021,1123032,T21-005034
2021,1123033,T21-004856
2021,1124001,T21-001927
2021,1124002,T21-000052
2021,1124003,T21-002008
2021,1124004,T21-000823
2021,1124005,T21-002339
2021,1124006,T21-003069
2021,1124007,T21-001971
2021,1124008,T21-003797
2021,1124009,T21-000635
2021,1124010,T21-000724
2021,1124011,T21-003945
2021,1124012,T21-003373
2021,1124013,T21-004150
2021,1124014,T21-004613
2021,1124015,T21-001856
2021,1124016,T21-002952
2021,1124017,T21-004707
2021,1124018,T21-003848
2021,1124019,T21-000106
2021,1124020,T21-004249
2021,1124021,T21-005018
2021,1124022,T21-003262
2021,1124023,T21-000935
2021,1124024,T21-004297
2021,1124025,T21-004580
2021,1124026,T21-004776
2021,1124027,T21-003637
2021,1124028,T21-005052
2021,1124029,T21-000189
2021,1124030,T21-002560
2021,1124031,T21-001435
2021,1124032,T21-005165
2021,1124033,T21-004403
2021,1124034,T21-004666
2021,1124035,T21-001083
2021,1124036,T21-005072
2021,1124037,T21-001314
2021,1124038,T21-002466
2021,1124039,T21-003881
2021,1124040,T21-001937
2021,1125001,T21-002918
2021,1125002,T21-004092
2021,1125003,T21-002481
2021,1125004,T21-000102
2021,1125005,T21-002519
2021,1125006,T21-001426
2021,1125007,T21-002777
2021,1125008,T21-001114
2021,1125009,T21-000549
2021,1125010,T21-001687
2021,1125011,T21-004557
2021,1125012,T21-003834
2021,1125013,T21-003308
2021,1125014,T21-001685
2021,1125015,T21-001385
2021,1125016,T21-004390
2021,1125017,T21-003000
2021,1125018,T21-003153
2021,1125019,T21-005101
2021,1125020,T21-002567
2021,1125021,T21-000265
2021,1125022,T21-003257
2021,1125023,T21-003266
2021,1125024,T21-002718
2021,1125025,T21-001049
2021,1125026,T21-003359
2021,1125027,T21-000503
2021,1125028,T21-000855
2021,1125029,T21-000643
2021,1125030,T21-004741
2021,1125031,T21-000600
2021,1125032,T21-003621
2021,1125033,T21-000408
2021,1125034,T21-001796
2021,1125035,T21-001891
2021,1125036,T21-001198
2021,1125037,T21-004695
2021,1125038,T21-001202
2021,1125039,T21-000147
2021,1125040,T21-000092
2021,1125041,T21-004986
2021,1125042,T21-001553
2021,1125043,T21-000318
2021,1125044,T21-004717
2021,1126001,T21-004455
2021,1126002,T21-002308
2021,1126003,T21-000641
2021,1126004,T21-003082
2021,1126005,T21-004152
2021,1126006,T21-002954
2021,1126007,T21-002235
2021,1126008,T21-000191
2021,1126009,T21-000716
2021,1126010,T21-003785
2021,1126011,T21-001208
2021,1126012,T21-003241
2021,1126013,T21-001900
2021,1126014,T21-000555
2021,1126015,T21-004598
2021,1126016,T21-000116
2021,1126017,T21-001112
2021,1126018,T21-004468
2021,1126019,T21-001509
2021,1126020,T21-004750
2021,1126021,T21-002324
2021,1126022,T21-002749
2021,1126023,T21-002807
2021,1126024,T21-002454
2021,1126025,T21-004925
2021,1126026,T21-001873
2021,1126027,T21-000039
2021,1126028,T21-004809
2021,1126029,T21-001068
2021,1126030,T21-003295
2021,1126031,T21-001072
2021,1127001,T21-004168
2021,1127002,T21-004702
2021,1127003,T21-000999
2021,1127004,T21-002714
2021,1127005,T21-005050
2021,1127006,T21-000225
2021,1127007,T21-000005
2021,1127008,T21-000748
2021,1127009,T21-001184
2021,1127010,T21-002612
2021,1127011,T21-004480
2021,1127012,T21-000146
2021,1127013,T21-001371
2021,1127014,T21-004166
2021,1127015,T21-002089
2021,1127016,T21-004863
2021,1127017,T21-000295
2021,1127018,T21-000426
2021,1127019,T21-004607
2021,1127020,T21-001728
2021,1127021,T21-004479
2021,1127022,T21-001824
2021,1127023,T21-001268
2021,1127024,T21-000165
2021,1127025,T21-000333
2021,1127026,T21-000927
2021,1127027,T21-003022
2021,1127028,T21-004221
2021,1127029,T21-000287
2021,1127030,T21-004196
2021,1127031,T21-001831
2021,1127032,T21-001528
2021,1127033,T21-004759
2021,1127034,T21-001024
2021,1127035,T21-004380
2021,1127036,T21-004848
2021,1127037,T21-001418
2021,1127038,T21-004590
2021,1127039,T21-000273
2021,1127040,T21-001906
2021,1127041,T21-003702
2021,1128001,T21-000646
2021,1128002,T21-000932
2021,1128003,T21-002189
2021,1128004,T21-005046
2021,1128005,T21-001744
2021,1128006,T21-001868
2021,1128007,T21-004180
2021,1128008,T21-003533
2021,1128009,T21-003531
2021,1128010,T21-002086
2021,1128011,T21-000513
2021,1128012,T21-000988
2021,1128013,T21-000084
2021,1128014,T21-004588
2021,1128015,T21-000301
2021,1128016,T21-002237
2021,1128017,T21-001103
2021,1128018,T21-002867
2021,1128019,T21-002135
2021,1128020,T21-005075
2021,1128021,T21-002580
2021,1128022,T21-003433
2021,1128023,T21-001825
2021,1128024,T21-001076
2021,1128025,T21-002506
2021,1128026,T21-004996
2021,1128027,T21-003321
2021,1128028,T21-001614
2021,1128029,T21-003878
2021,1128030,T21-004765
2021,1128031,T21-005163
2021,1128032,T21-004581
2021,1128033,T21-000569
2021,1128034,T21-005109
2021,1128035,T21-000279
2021,1128036,T21-002441
2021,1128037,T21-001323
2021,1129001,T21-001019
2021,1129002,T21-003625
2021,1129003,T21-004436
2021,1129004,T21-003345
2021,1129005,T21-003552
2021,1129006,T21-004886
2021,1129007,T21-004316
2021,1129008,T21-001867
2021,1129009,T21-002642
2021,1129010,T21-000377
2021,1129011,T21-004338
2021,1129012,T21-003806
2021,1129013,T21-004453
2021,1129014,T21-002658
2021,1129015,T21-004525
2021,1129016,T21-003647
2021,1129017,T21-004206
2021,1129018,T21-004976
2021,1129019,T21-000561
2021,1129020,T21-003146
2021,1129021,T21-001923
2021,1129022,T21-002001
2021,1129023,T21-002785
2021,1129024,T21-003074
2021,1130001,T21-000395
2021,1130002,T21-005104
2021,1130003,T21-001277
2021,1130004,T21-003509
2021,1130005,T21-004703
2021,1130006,T21-004239
2021,1130007,T21-004503
2021,1130008,T21-000898
2021,1130009,T21-001073
2021,1130010,T21-001998
2021,1130011,T21-004987
2021,1130012,T21-003299
2021,1130013,T21-001588
2021,1130014,T21-001499
2021,1130015,T21-001606
2021,1130016,T21-001337
2021,1130017,T21-003573
2021,1130018,T21-003356
2021,1130019,T21-002783
2021,1130020,T21-004726
2021,1130021,T21-001034
2021,1130022,T21-000356
2021,1130023,T21-001496
2021,1131001,T21-000087
2021,1131002,T21-004992
2021,1131003,T21-000416
2021,1131004,T21-002317
2021,1131005,T21-003097
2021,1131006,T21-003659
2021,1131007,T21-001943
2021,1131008,T21-000747
2021,1131009,T21-004396
2021,1131010,T21-003888
2021,1131011,T21-001206
2021,1131012,T21-003011
2021,1131013,T21-001601
2021,1131014,T21-004149
2021,1131015,T21-000167
2021,1131016,T21-002742
2021,1131017,T21-005036
2021,1131018,T21-003286
2021,1131019,T21-005020
2021,1131020,T21-002797
2021,1131021,T21-002169
2021,1131022,T21-004766
2021,1131023,T21-000696
2021,1131024,T21-001261
2021,1131025,T21-002665
2021,1131026,T21-002335
2021,1131027,T21-001249
2021,1131028,T21-000964
2021,1131029,T21-000990
2021,1132001,T21-002196
2021,1132002,T21-001190
2021,1132003,T21-003312
2021,1132004,T21-002181
2021,1132005,T21-004430
2021,1132006,T21-000598
2021,1132007,T21-001512
2021,1132008,T21-002667
2021,1132009,T21-003219
2021,1132010,T21-003683
2021,1132011,T21-002728
2021,1132012,T21-000545
2021,1132013,T21-001838
2021,1132014,T21-003252
2021,1132015,T21-002278
2021,1133001,T21-001199
2021,1133002,T21-000234
2021,1133003,T21-000638
2021,1133004,T21-003095
2021,1133005,T21-004614
2021,1133006,T21-001817
2021,1133007,T21-001424
2021,1133008,T21-002377
2021,1133009,T21-003986
2021,1133010,T21-001632
2021,1133011,T21-004788
2021,1133012,T21-000381
2021,1133013,T21-000330
2021,1133014,T21-005047
2021,1133015,T21-003636
2021,1134001,T21-002861
2021,1134002,T21-005005
2021,1134003,T21-001692
2021,1134004,T21-001584
2021,1134005,T21-001222
2021,1134006,T21-002641
2021,1134007,T21-001041
2021,1134008,T21-002016
2021,1134009,T21-003982
2021,1134010,T21-000446
2021,1134011,T21-004715
2021,1134012,T21-003640
2021,1134013,T21-002038
2021,1134014,T21-000056
2021,1134015,T21-004648
