indicator_id,조사연도,코드,라벨
TR_CURRIC_11,2021,2.0,그렇지 않다
TR_CURRIC_11,2021,3.0,보통이다
TR_CURRIC_11,2021,4.0,그렇다
TR_CURRIC_11,2021,5.0,매우 그렇다
TR_CURRIC_11,2025,1.0,전혀그렇지않다
TR_CURRIC_11,2025,2.0,그렇지않다
TR_CURRIC_11,2025,3.0,보통이다
TR_CURRIC_11,2025,4.0,그렇다
TR_CURRIC_11,2025,5.0,매우그렇다
TR_LEADER_01,2021,1.0,전혀 그렇지 않다
TR_LEADER_01,2021,2.0,그렇지 않다
TR_LEADER_01,2021,3.0,보통이다
TR_LEADER_01,2021,4.0,그렇다
TR_LEADER_01,2021,5.0,매우 그렇다
TR_LEADER_01,2025,1.0,전혀그렇지않다
TR_LEADER_01,2025,2.0,그렇지않다
TR_LEADER_01,2025,3.0,보통이다
TR_LEADER_01,2025,4.0,그렇다
TR_LEADER_01,2025,5.0,매우그렇다
TR_LEADER_02,2021,1.0,전혀 그렇지 않다
TR_LEADER_02,2021,2.0,그렇지 않다
TR_LEADER_02,2021,3.0,보통이다
TR_LEADER_02,2021,4.0,그렇다
TR_LEADER_02,2021,5.0,매우 그렇다
TR_LEADER_02,2025,1.0,전혀그렇지않다
TR_LEADER_02,2025,2.0,그렇지않다
TR_LEADER_02,2025,3.0,보통이다
TR_LEADER_02,2025,4.0,그렇다
TR_LEADER_02,2025,5.0,매우그렇다
TR_LEADER_03,2021,1.0,전혀 그렇지 않다
TR_LEADER_03,2021,2.0,그렇지 않다
TR_LEADER_03,2021,3.0,보통이다
TR_LEADER_03,2021,4.0,그렇다
TR_LEADER_03,2021,5.0,매우 그렇다
TR_LEADER_03,2025,1.0,전혀그렇지않다
TR_LEADER_03,2025,2.0,그렇지않다
TR_LEADER_03,2025,3.0,보통이다
TR_LEADER_03,2025,4.0,그렇다
TR_LEADER_03,2025,5.0,매우그렇다
TR_LEADER_04,2021,1.0,전혀 그렇지 않다
TR_LEADER_04,2021,2.0,그렇지 않다
TR_LEADER_04,2021,3.0,보통이다
TR_LEADER_04,2021,4.0,그렇다
TR_LEADER_04,2021,5.0,매우 그렇다
TR_LEADER_04,2025,1.0,전혀그렇지않다
TR_LEADER_04,2025,2.0,그렇지않다
TR_LEADER_04,2025,3.0,보통이다
TR_LEADER_04,2025,4.0,그렇다
TR_LEADER_04,2025,5.0,매우그렇다
TR_COUNCIL_01,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_01,2021,2.0,그렇지 않다
TR_COUNCIL_01,2021,3.0,보통이다
TR_COUNCIL_01,2021,4.0,그렇다
TR_COUNCIL_01,2021,5.0,매우 그렇다
TR_COUNCIL_01,2025,1.0,전혀그렇지않다
TR_COUNCIL_01,2025,2.0,그렇지않다
TR_COUNCIL_01,2025,3.0,보통이다
TR_COUNCIL_01,2025,4.0,그렇다
TR_COUNCIL_01,2025,5.0,매우그렇다
TR_COUNCIL_02,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_02,2021,2.0,그렇지 않다
TR_COUNCIL_02,2021,3.0,보통이다
TR_COUNCIL_02,2021,4.0,그렇다
TR_COUNCIL_02,2021,5.0,매우 그렇다
TR_COUNCIL_02,2025,1.0,전혀그렇지않다
TR_COUNCIL_02,2025,2.0,그렇지않다
TR_COUNCIL_02,2025,3.0,보통이다
TR_COUNCIL_02,2025,4.0,그렇다
TR_COUNCIL_02,2025,5.0,매우그렇다
TR_COUNCIL_03,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_03,2021,2.0,그렇지 않다
TR_COUNCIL_03,2021,3.0,보통이다
TR_COUNCIL_03,2021,4.0,그렇다
TR_COUNCIL_03,2021,5.0,매우 그렇다
TR_COUNCIL_03,2025,1.0,전혀그렇지않다
TR_COUNCIL_03,2025,2.0,그렇지않다
TR_COUNCIL_03,2025,3.0,보통이다
TR_COUNCIL_03,2025,4.0,그렇다
TR_COUNCIL_03,2025,5.0,매우그렇다
TR_COUNCIL_04,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_04,2021,2.0,그렇지 않다
TR_COUNCIL_04,2021,3.0,보통이다
TR_COUNCIL_04,2021,4.0,그렇다
TR_COUNCIL_04,2021,5.0,매우 그렇다
TR_COUNCIL_04,2025,1.0,전혀그렇지않다
TR_COUNCIL_04,2025,2.0,그렇지않다
TR_COUNCIL_04,2025,3.0,보통이다
TR_COUNCIL_04,2025,4.0,그렇다
TR_COUNCIL_04,2025,5.0,매우그렇다
TR_COUNCIL_05,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_05,2021,2.0,그렇지 않다
TR_COUNCIL_05,2021,3.0,보통이다
TR_COUNCIL_05,2021,4.0,그렇다
TR_COUNCIL_05,2021,5.0,매우 그렇다
TR_COUNCIL_05,2025,1.0,전혀그렇지않다
TR_COUNCIL_05,2025,2.0,그렇지않다
TR_COUNCIL_05,2025,3.0,보통이다
TR_COUNCIL_05,2025,4.0,그렇다
TR_COUNCIL_05,2025,5.0,매우그렇다
TR_COUNCIL_06,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_06,2021,2.0,그렇지 않다
TR_COUNCIL_06,2021,3.0,보통이다
TR_COUNCIL_06,2021,4.0,그렇다
TR_COUNCIL_06,2021,5.0,매우 그렇다
TR_COUNCIL_06,2025,1.0,전혀그렇지않다
TR_COUNCIL_06,2025,2.0,그렇지않다
TR_COUNCIL_06,2025,3.0,보통이다
TR_COUNCIL_06,2025,4.0,그렇다
TR_COUNCIL_06,2025,5.0,매우그렇다
TR_COUNCIL_07,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_07,2021,2.0,그렇지 않다
TR_COUNCIL_07,2021,3.0,보통이다
TR_COUNCIL_07,2021,4.0,그렇다
TR_COUNCIL_07,2021,5.0,매우 그렇다
TR_COUNCIL_07,2025,1.0,전혀그렇지않다
TR_COUNCIL_07,2025,2.0,그렇지않다
TR_COUNCIL_07,2025,3.0,보통이다
TR_COUNCIL_07,2025,4.0,그렇다
TR_COUNCIL_07,2025,5.0,매우그렇다
TR_COUNCIL_08,2021,1.0,전혀 그렇지 않다
TR_COUNCIL_08,2021,2.0,그렇지 않다
TR_COUNCIL_08,2021,3.0,보통이다
TR_COUNCIL_08,2021,4.0,그렇다
TR_COUNCIL_08,2021,5.0,매우 그렇다
TR_COUNCIL_08,2025,1.0,전혀그렇지않다
TR_COUNCIL_08,2025,2.0,그렇지않다
TR_COUNCIL_08,2025,3.0,보통이다
TR_COUNCIL_08,2025,4.0,그렇다
TR_COUNCIL_08,2025,5.0,매우그렇다
TR_DECISION_01,2021,1.0,전혀 반영되지 않는다
TR_DECISION_01,2021,2.0,대체로 반영되지 않는다
TR_DECISION_01,2021,3.0,보통이다
TR_DECISION_01,2021,4.0,대체로 반영된다
TR_DECISION_01,2021,5.0,매우 많이 반영된다
TR_DECISION_01,2025,1.0,전혀반영되지않는다
TR_DECISION_01,2025,2.0,대체로반영되지않는다
TR_DECISION_01,2025,3.0,보통이다
TR_DECISION_01,2025,4.0,대체로반영된다
TR_DECISION_01,2025,5.0,매우 많이반영된다
TR_DECISION_02,2021,1.0,전혀 반영되지 않는다
TR_DECISION_02,2021,2.0,대체로 반영되지 않는다
TR_DECISION_02,2021,3.0,보통이다
TR_DECISION_02,2021,4.0,대체로 반영된다
TR_DECISION_02,2021,5.0,매우 많이 반영된다
TR_DECISION_02,2025,1.0,전혀반영되지않는다
TR_DECISION_02,2025,2.0,대체로반영되지않는다
TR_DECISION_02,2025,3.0,보통이다
TR_DECISION_02,2025,4.0,대체로반영된다
TR_DECISION_02,2025,5.0,매우 많이반영된다
TR_DECISION_03,2021,1.0,전혀 반영되지 않는다
TR_DECISION_03,2021,2.0,대체로 반영되지 않는다
TR_DECISION_03,2021,3.0,보통이다
TR_DECISION_03,2021,4.0,대체로 반영된다
TR_DECISION_03,2021,5.0,매우 많이 반영된다
TR_DECISION_03,2025,1.0,전혀반영되지않는다
TR_DECISION_03,2025,2.0,대체로반영되지않는다
TR_DECISION_03,2025,3.0,보통이다
TR_DECISION_03,2025,4.0,대체로반영된다
TR_DECISION_03,2025,5.0,매우 많이반영된다
TR_DECISION_04,2021,1.0,전혀 반영되지 않는다
TR_DECISION_04,2021,2.0,대체로 반영되지 않는다
TR_DECISION_04,2021,3.0,보통이다
TR_DECISION_04,2021,4.0,대체로 반영된다
TR_DECISION_04,2021,5.0,매우 많이 반영된다
TR_DECISION_04,2025,1.0,전혀반영되지않는다
TR_DECISION_04,2025,2.0,대체로반영되지않는다
TR_DECISION_04,2025,3.0,보통이다
TR_DECISION_04,2025,4.0,대체로반영된다
TR_DECISION_04,2025,5.0,매우 많이반영된다
TR_DECISION_05,2021,1.0,전혀 반영되지 않는다
TR_DECISION_05,2021,2.0,대체로 반영되지 않는다
TR_DECISION_05,2021,3.0,보통이다
TR_DECISION_05,2021,4.0,대체로 반영된다
TR_DECISION_05,2021,5.0,매우 많이 반영된다
TR_DECISION_05,2025,1.0,전혀반영되지않는다
TR_DECISION_05,2025,2.0,대체로반영되지않는다
TR_DECISION_05,2025,3.0,보통이다
TR_DECISION_05,2025,4.0,대체로반영된다
TR_DECISION_05,2025,5.0,매우 많이반영된다
TR_DECISION_06,2021,1.0,전혀 반영되지 않는다
TR_DECISION_06,2021,2.0,대체로 반영되지 않는다
TR_DECISION_06,2021,3.0,보통이다
TR_DECISION_06,2021,4.0,대체로 반영된다
TR_DECISION_06,2021,5.0,매우 많이 반영된다
TR_DECISION_06,2025,1.0,전혀반영되지않는다
TR_DECISION_06,2025,2.0,대체로반영되지않는다
TR_DECISION_06,2025,3.0,보통이다
TR_DECISION_06,2025,4.0,대체로반영된다
TR_DECISION_06,2025,5.0,매우 많이반영된다
TR_DECISION_07,2021,1.0,전혀 반영되지 않는다
TR_DECISION_07,2021,2.0,대체로 반영되지 않는다
TR_DECISION_07,2021,3.0,보통이다
TR_DECISION_07,2021,4.0,대체로 반영된다
TR_DECISION_07,2021,5.0,매우 많이 반영된다
TR_DECISION_07,2025,1.0,전혀반영되지않는다
TR_DECISION_07,2025,2.0,대체로반영되지않는다
TR_DECISION_07,2025,3.0,보통이다
TR_DECISION_07,2025,4.0,대체로반영된다
TR_DECISION_07,2025,5.0,매우 많이반영된다
TR_PLC_01,2021,1.0,전혀 그렇지 않다
TR_PLC_01,2021,2.0,그렇지 않다
TR_PLC_01,2021,3.0,보통이다
TR_PLC_01,2021,4.0,그렇다
TR_PLC_01,2021,5.0,매우 그렇다
TR_PLC_01,2025,1.0,전혀그렇지않다
TR_PLC_01,2025,2.0,그렇지않다
TR_PLC_01,2025,3.0,보통이다
TR_PLC_01,2025,4.0,그렇다
TR_PLC_01,2025,5.0,매우그렇다
TR_PLC_02,2021,1.0,전혀 그렇지 않다
TR_PLC_02,2021,2.0,그렇지 않다
TR_PLC_02,2021,3.0,보통이다
TR_PLC_02,2021,4.0,그렇다
TR_PLC_02,2021,5.0,매우 그렇다
TR_PLC_02,2025,1.0,전혀그렇지않다
TR_PLC_02,2025,2.0,그렇지않다
TR_PLC_02,2025,3.0,보통이다
TR_PLC_02,2025,4.0,그렇다
TR_PLC_02,2025,5.0,매우그렇다
TR_PLC_03,2021,1.0,전혀 그렇지 않다
TR_PLC_03,2021,2.0,그렇지 않다
TR_PLC_03,2021,3.0,보통이다
TR_PLC_03,2021,4.0,그렇다
TR_PLC_03,2021,5.0,매우 그렇다
TR_PLC_03,2025,1.0,전혀그렇지않다
TR_PLC_03,2025,2.0,그렇지않다
TR_PLC_03,2025,3.0,보통이다
TR_PLC_03,2025,4.0,그렇다
TR_PLC_03,2025,5.0,매우그렇다
TR_PLC_04,2021,1.0,전혀 그렇지 않다
TR_PLC_04,2021,2.0,그렇지 않다
TR_PLC_04,2021,3.0,보통이다
TR_PLC_04,2021,4.0,그렇다
TR_PLC_04,2021,5.0,매우 그렇다
TR_PLC_04,2025,1.0,전혀그렇지않다
TR_PLC_04,2025,2.0,그렇지않다
TR_PLC_04,2025,3.0,보통이다
TR_PLC_04,2025,4.0,그렇다
TR_PLC_04,2025,5.0,매우그렇다
TR_SCH_CULTURE_01,2021,1.0,전혀 그렇지 않다
TR_SCH_CULTURE_01,2021,2.0,그렇지 않다
TR_SCH_CULTURE_01,2021,3.0,보통이다
TR_SCH_CULTURE_01,2021,4.0,그렇다
TR_SCH_CULTURE_01,2021,5.0,매우 그렇다
TR_SCH_CULTURE_01,2025,1.0,전혀그렇지않다
TR_SCH_CULTURE_01,2025,2.0,그렇지않다
TR_SCH_CULTURE_01,2025,3.0,보통이다
TR_SCH_CULTURE_01,2025,4.0,그렇다
TR_SCH_CULTURE_01,2025,5.0,매우그렇다
TR_SCH_CULTURE_02,2021,1.0,전혀 그렇지 않다
TR_SCH_CULTURE_02,2021,2.0,그렇지 않다
TR_SCH_CULTURE_02,2021,3.0,보통이다
TR_SCH_CULTURE_02,2021,4.0,그렇다
TR_SCH_CULTURE_02,2021,5.0,매우 그렇다
TR_SCH_CULTURE_02,2025,1.0,전혀그렇지않다
TR_SCH_CULTURE_02,2025,2.0,그렇지않다
TR_SCH_CULTURE_02,2025,3.0,보통이다
TR_SCH_CULTURE_02,2025,4.0,그렇다
TR_SCH_CULTURE_02,2025,5.0,매우그렇다
TR_SCH_CULTURE_03,2021,1.0,전혀 그렇지 않다
TR_SCH_CULTURE_03,2021,2.0,그렇지 않다
TR_SCH_CULTURE_03,2021,3.0,보통이다
TR_SCH_CULTURE_03,2021,4.0,그렇다
TR_SCH_CULTURE_03,2021,5.0,매우 그렇다
TR_SCH_CULTURE_03,2025,1.0,전혀그렇지않다
TR_SCH_CULTURE_03,2025,2.0,그렇지않다
TR_SCH_CULTURE_03,2025,3.0,보통이다
TR_SCH_CULTURE_03,2025,4.0,그렇다
TR_SCH_CULTURE_03,2025,5.0,매우그렇다
TR_SCH_CULTURE_04,2021,1.0,전혀 그렇지 않다
TR_SCH_CULTURE_04,2021,2.0,그렇지 않다
TR_SCH_CULTURE_04,2021,3.0,보통이다
TR_SCH_CULTURE_04,2021,4.0,그렇다
TR_SCH_CULTURE_04,2021,5.0,매우 그렇다
TR_SCH_CULTURE_04,2025,1.0,전혀그렇지않다
TR_SCH_CULTURE_04,2025,2.0,그렇지않다
TR_SCH_CULTURE_04,2025,3.0,보통이다
TR_SCH_CULTURE_04,2025,4.0,그렇다
TR_SCH_CULTURE_04,2025,5.0,매우그렇다
TR_SCH_CULTURE_05,2021,1.0,전혀 그렇지 않다
TR_SCH_CULTURE_05,2021,2.0,그렇지 않다
TR_SCH_CULTURE_05,2021,3.0,보통이다
TR_SCH_CULTURE_05,2021,4.0,그렇다
TR_SCH_CULTURE_05,2021,5.0,매우 그렇다
TR_SCH_CULTURE_05,2025,1.0,전혀그렇지않다
TR_SCH_CULTURE_05,2025,2.0,그렇지않다
TR_SCH_CULTURE_05,2025,3.0,보통이다
TR_SCH_CULTURE_05,2025,4.0,그렇다
TR_SCH_CULTURE_05,2025,5.0,매우그렇다
TR_SCH_CULTURE_06,2021,1.0,전혀 그렇지 않다
TR_SCH_CULTURE_06,2021,2.0,그렇지 않다
TR_SCH_CULTURE_06,2021,3.0,보통이다
TR_SCH_CULTURE_06,2021,4.0,그렇다
TR_SCH_CULTURE_06,2021,5.0,매우 그렇다
TR_SCH_CULTURE_06,2025,1.0,전혀그렇지않다
TR_SCH_CULTURE_06,2025,2.0,그렇지않다
TR_SCH_CULTURE_06,2025,3.0,보통이다
TR_SCH_CULTURE_06,2025,4.0,그렇다
TR_SCH_CULTURE_06,2025,5.0,매우그렇다
TR_COMMUNITY_01,2021,1.0,전혀 그렇지 않다
TR_COMMUNITY_01,2021,2.0,그렇지 않다
TR_COMMUNITY_01,2021,3.0,보통이다
TR_COMMUNITY_01,2021,4.0,그렇다
TR_COMMUNITY_01,2021,5.0,매우 그렇다
TR_COMMUNITY_01,2025,1.0,전혀그렇지않다
TR_COMMUNITY_01,2025,2.0,그렇지않다
TR_COMMUNITY_01,2025,3.0,보통이다
TR_COMMUNITY_01,2025,4.0,그렇다
TR_COMMUNITY_01,2025,5.0,매우그렇다
TR_COMMUNITY_02,2021,1.0,전혀 그렇지 않다
TR_COMMUNITY_02,2021,2.0,그렇지 않다
TR_COMMUNITY_02,2021,3.0,보통이다
TR_COMMUNITY_02,2021,4.0,그렇다
TR_COMMUNITY_02,2021,5.0,매우 그렇다
TR_COMMUNITY_02,2025,1.0,전혀그렇지않다
TR_COMMUNITY_02,2025,2.0,그렇지않다
TR_COMMUNITY_02,2025,3.0,보통이다
TR_COMMUNITY_02,2025,4.0,그렇다
TR_COMMUNITY_02,2025,5.0,매우그렇다
TR_COMMUNITY_03,2021,1.0,전혀 그렇지 않다
TR_COMMUNITY_03,2021,2.0,그렇지 않다
TR_COMMUNITY_03,2021,3.0,보통이다
TR_COMMUNITY_03,2021,4.0,그렇다
TR_COMMUNITY_03,2021,5.0,매우 그렇다
TR_COMMUNITY_03,2025,1.0,전혀그렇지않다
TR_COMMUNITY_03,2025,2.0,그렇지않다
TR_COMMUNITY_03,2025,3.0,보통이다
TR_COMMUNITY_03,2025,4.0,그렇다
TR_COMMUNITY_03,2025,5.0,매우그렇다
TR_COMMUNITY_04,2021,1.0,전혀 그렇지 않다
TR_COMMUNITY_04,2021,2.0,그렇지 않다
TR_COMMUNITY_04,2021,3.0,보통이다
TR_COMMUNITY_04,2021,4.0,그렇다
TR_COMMUNITY_04,2021,5.0,매우 그렇다
TR_COMMUNITY_04,2025,1.0,전혀그렇지않다
TR_COMMUNITY_04,2025,2.0,그렇지않다
TR_COMMUNITY_04,2025,3.0,보통이다
TR_COMMUNITY_04,2025,4.0,그렇다
TR_COMMUNITY_04,2025,5.0,매우그렇다
TR_COMMUNITY_05,2021,1.0,전혀 그렇지 않다
TR_COMMUNITY_05,2021,2.0,그렇지 않다
TR_COMMUNITY_05,2021,3.0,보통이다
TR_COMMUNITY_05,2021,4.0,그렇다
TR_COMMUNITY_05,2021,5.0,매우 그렇다
TR_COMMUNITY_05,2025,1.0,전혀그렇지않다
TR_COMMUNITY_05,2025,2.0,그렇지않다
TR_COMMUNITY_05,2025,3.0,보통이다
TR_COMMUNITY_05,2025,4.0,그렇다
TR_COMMUNITY_05,2025,5.0,매우그렇다
TR_SAT_JOB_01,2021,1.0,전혀 그렇지 않다
TR_SAT_JOB_01,2021,2.0,그렇지 않다
TR_SAT_JOB_01,2021,3.0,보통이다
TR_SAT_JOB_01,2021,4.0,그렇다
TR_SAT_JOB_01,2021,5.0,매우 그렇다
TR_SAT_JOB_01,2025,1.0,전혀그렇지않다
TR_SAT_JOB_01,2025,2.0,그렇지않다
TR_SAT_JOB_01,2025,3.0,보통이다
TR_SAT_JOB_01,2025,4.0,그렇다
TR_SAT_JOB_01,2025,5.0,매우그렇다
TR_SAT_JOB_02,2021,1.0,전혀 그렇지 않다
TR_SAT_JOB_02,2021,2.0,그렇지 않다
TR_SAT_JOB_02,2021,3.0,보통이다
TR_SAT_JOB_02,2021,4.0,그렇다
TR_SAT_JOB_02,2021,5.0,매우 그렇다
TR_SAT_JOB_02,2025,1.0,전혀그렇지않다
TR_SAT_JOB_02,2025,2.0,그렇지않다
TR_SAT_JOB_02,2025,3.0,보통이다
TR_SAT_JOB_02,2025,4.0,그렇다
TR_SAT_JOB_02,2025,5.0,매우그렇다
TR_SAT_JOB_03,2021,1.0,전혀 그렇지 않다
TR_SAT_JOB_03,2021,2.0,그렇지 않다
TR_SAT_JOB_03,2021,3.0,보통이다
TR_SAT_JOB_03,2021,4.0,그렇다
TR_SAT_JOB_03,2021,5.0,매우 그렇다
TR_SAT_JOB_03,2025,1.0,전혀그렇지않다
TR_SAT_JOB_03,2025,2.0,그렇지않다
TR_SAT_JOB_03,2025,3.0,보통이다
TR_SAT_JOB_03,2025,4.0,그렇다
TR_SAT_JOB_03,2025,5.0,매우그렇다
TR_SAT_JOB_04,2021,1.0,전혀 그렇지 않다
TR_SAT_JOB_04,2021,2.0,그렇지 않다
TR_SAT_JOB_04,2021,3.0,보통이다
TR_SAT_JOB_04,2021,4.0,그렇다
TR_SAT_JOB_04,2021,5.0,매우 그렇다
TR_SAT_JOB_04,2025,1.0,전혀그렇지않다
TR_SAT_JOB_04,2025,2.0,그렇지않다
TR_SAT_JOB_04,2025,3.0,보통이다
TR_SAT_JOB_04,2025,4.0,그렇다
TR_SAT_JOB_04,2025,5.0,매우그렇다
TR_SAT_JOB_05,2021,1.0,전혀 그렇지 않다
TR_SAT_JOB_05,2021,2.0,그렇지 않다
TR_SAT_JOB_05,2021,3.0,보통이다
TR_SAT_JOB_05,2021,4.0,그렇다
TR_SAT_JOB_05,2021,5.0,매우 그렇다
TR_SAT_JOB_05,2025,1.0,전혀그렇지않다
TR_SAT_JOB_05,2025,2.0,그렇지않다
TR_SAT_JOB_05,2025,3.0,보통이다
TR_SAT_JOB_05,2025,4.0,그렇다
TR_SAT_JOB_05,2025,5.0,매우그렇다
TR_SAT_JOB_06,2021,1.0,전혀 그렇지 않다
TR_SAT_JOB_06,2021,2.0,그렇지 않다
TR_SAT_JOB_06,2021,3.0,보통이다
TR_SAT_JOB_06,2021,4.0,그렇다
TR_SAT_JOB_06,2021,5.0,매우 그렇다
TR_SAT_JOB_06,2025,1.0,전혀그렇지않다
TR_SAT_JOB_06,2025,2.0,그렇지않다
TR_SAT_JOB_06,2025,3.0,보통이다
TR_SAT_JOB_06,2025,4.0,그렇다
TR_SAT_JOB_06,2025,5.0,매우그렇다
TR_SAT_DETAIL_01,2021,1.0,전혀 만족하지 않는다
TR_SAT_DETAIL_01,2021,2.0,만족하지 않는다
TR_SAT_DETAIL_01,2021,3.0,보통이다
TR_SAT_DETAIL_01,2021,4.0,만족한다
TR_SAT_DETAIL_01,2021,5.0,매우 만족한다
TR_SAT_DETAIL_01,2025,1.0,전혀만족하지않는다
TR_SAT_DETAIL_01,2025,2.0,만족하지않는다
TR_SAT_DETAIL_01,2025,3.0,보통이다
TR_SAT_DETAIL_01,2025,4.0,만족한다
TR_SAT_DETAIL_01,2025,5.0,매우만족한다
TR_SAT_DETAIL_02,2021,1.0,전혀 만족하지 않는다
TR_SAT_DETAIL_02,2021,2.0,만족하지 않는다
TR_SAT_DETAIL_02,2021,3.0,보통이다
TR_SAT_DETAIL_02,2021,4.0,만족한다
TR_SAT_DETAIL_02,2021,5.0,매우 만족한다
TR_SAT_DETAIL_02,2025,1.0,전혀만족하지않는다
TR_SAT_DETAIL_02,2025,2.0,만족하지않는다
TR_SAT_DETAIL_02,2025,3.0,보통이다
TR_SAT_DETAIL_02,2025,4.0,만족한다
TR_SAT_DETAIL_02,2025,5.0,매우만족한다
TR_SAT_DETAIL_03,2021,1.0,전혀 만족하지 않는다
TR_SAT_DETAIL_03,2021,2.0,만족하지 않는다
TR_SAT_DETAIL_03,2021,3.0,보통이다
TR_SAT_DETAIL_03,2021,4.0,만족한다
TR_SAT_DETAIL_03,2021,5.0,매우 만족한다
TR_SAT_DETAIL_03,2025,1.0,전혀만족하지않는다
TR_SAT_DETAIL_03,2025,2.0,만족하지않는다
TR_SAT_DETAIL_03,2025,3.0,보통이다
TR_SAT_DETAIL_03,2025,4.0,만족한다
TR_SAT_DETAIL_03,2025,5.0,매우만족한다
TR_SAT_DETAIL_04,2021,1.0,전혀 만족하지 않는다
TR_SAT_DETAIL_04,2021,2.0,만족하지 않는다
TR_SAT_DETAIL_04,2021,3.0,보통이다
TR_SAT_DETAIL_04,2021,4.0,만족한다
TR_SAT_DETAIL_04,2021,5.0,매우 만족한다
TR_SAT_DETAIL_04,2025,1.0,전혀만족하지않는다
TR_SAT_DETAIL_04,2025,2.0,만족하지않는다
TR_SAT_DETAIL_04,2025,3.0,보통이다
TR_SAT_DETAIL_04,2025,4.0,만족한다
TR_SAT_DETAIL_04,2025,5.0,매우만족한다
TR_DIGITAL_01,2025,1.0,전혀사용하지 않음
TR_DIGITAL_01,2025,2.0,거의사용하지 않음
TR_DIGITAL_01,2025,3.0,때때로 사용함
TR_DIGITAL_01,2025,4.0,자주 사용함
TR_DIGITAL_01,2025,5.0,(거의)항상사용함
TR_DIGITAL_02,2025,1.0,전혀사용하지 않음
TR_DIGITAL_02,2025,2.0,거의사용하지 않음
TR_DIGITAL_02,2025,3.0,때때로 사용함
TR_DIGITAL_02,2025,4.0,자주 사용함
TR_DIGITAL_02,2025,5.0,(거의)항상사용함
TR_DIGITAL_03,2025,1.0,전혀사용하지 않음
TR_DIGITAL_03,2025,2.0,거의사용하지 않음
TR_DIGITAL_03,2025,3.0,때때로 사용함
TR_DIGITAL_03,2025,4.0,자주 사용함
TR_DIGITAL_03,2025,5.0,(거의)항상사용함
TR_DIGITAL_04,2025,1.0,전혀사용하지 않음
TR_DIGITAL_04,2025,2.0,거의사용하지 않음
TR_DIGITAL_04,2025,3.0,때때로 사용함
TR_DIGITAL_04,2025,4.0,자주 사용함
TR_DIGITAL_04,2025,5.0,(거의)항상사용함
