조사명,학교급,indicator_id,대분류코드,대분류,소주제코드,소주제,응답주체,지표명,조사연도,주기,코드,응답수,비율,선지라벨
경기학교교육실태조사,중학교,TR_SAT_JOB_05,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 5)우리 학교에 대해 긍지를 느낀다,2025,2주기,5.0,573,20.46,매우그렇다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2021,1주기,1.0,132,2.54,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2021,1주기,2.0,200,3.85,그렇지 않다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2021,1주기,3.0,1085,20.91,보통이다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2021,1주기,4.0,2154,41.51,그렇다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2021,1주기,5.0,1618,31.18,매우 그렇다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2025,2주기,1.0,93,3.32,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2025,2주기,2.0,178,6.36,그렇지않다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2025,2주기,3.0,661,23.61,보통이다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2025,2주기,4.0,1182,42.21,그렇다
경기학교교육실태조사,중학교,TR_SAT_JOB_06,C09,만족도,S0901,전반적 만족도,교사,교직만족도/학교만족도 - 6)우리 학교에서의 교직 생활은 나 자신의 발전에 도움이 된다,2025,2주기,5.0,686,24.5,매우그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2021,1주기,1.0,121,2.33,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2021,1주기,2.0,363,7.0,그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2021,1주기,3.0,1157,22.3,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2021,1주기,4.0,2482,47.83,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2021,1주기,5.0,1066,20.54,매우 그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2025,2주기,1.0,64,2.29,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2025,2주기,2.0,192,6.86,그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2025,2주기,3.0,691,24.68,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2025,2주기,4.0,1347,48.11,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_01,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 1)교사 개개인의 실수나 시행착오를 학습의 기회로 삼는 분위기이다,2025,2주기,5.0,506,18.07,매우그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2021,1주기,1.0,120,2.31,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2021,1주기,2.0,264,5.09,그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2021,1주기,3.0,950,18.31,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2021,1주기,4.0,2324,44.79,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2021,1주기,5.0,1531,29.5,매우 그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2025,2주기,1.0,62,2.21,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2025,2주기,2.0,167,5.96,그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2025,2주기,3.0,556,19.86,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2025,2주기,4.0,1279,45.68,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_02,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 2)직위나 경력에 관계없이 교사들이 참신한 아이디어를 내도록 서로 격려한다,2025,2주기,5.0,736,26.29,매우그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2021,1주기,1.0,205,3.95,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2021,1주기,2.0,363,7.0,그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2021,1주기,3.0,1197,23.07,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2021,1주기,4.0,2076,40.01,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2021,1주기,5.0,1348,25.98,매우 그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2025,2주기,1.0,160,5.71,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2025,2주기,2.0,282,10.07,그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2025,2주기,3.0,666,23.79,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2025,2주기,4.0,1054,37.64,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_03,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 3)교장선생님의 학교경영에 대해 구성원이 자유롭게 의견을 제시한다,2025,2주기,5.0,638,22.79,매우그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2021,1주기,1.0,144,2.78,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2021,1주기,2.0,319,6.15,그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2021,1주기,3.0,1253,24.15,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2021,1주기,4.0,2138,41.2,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2021,1주기,5.0,1335,25.73,매우 그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2025,2주기,1.0,93,3.32,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2025,2주기,2.0,240,8.57,그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2025,2주기,3.0,729,26.04,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2025,2주기,4.0,1140,40.71,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_04,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 4)교사들의 아이디어가 학교 운영에 적극적으로 반영된다,2025,2주기,5.0,598,21.36,매우그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2021,1주기,1.0,91,1.75,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2021,1주기,2.0,208,4.01,그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2021,1주기,3.0,1056,20.35,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2021,1주기,4.0,2357,45.42,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2021,1주기,5.0,1477,28.46,매우 그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2025,2주기,1.0,39,1.39,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2025,2주기,2.0,144,5.14,그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2025,2주기,3.0,628,22.43,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2025,2주기,4.0,1267,45.25,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_05,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 5)환경 변화에 대응하여 학교를 개선하기 위해 교사들이 능동적으로 노력한다,2025,2주기,5.0,722,25.79,매우그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2021,1주기,1.0,109,2.1,전혀 그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2021,1주기,2.0,308,5.94,그렇지 않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2021,1주기,3.0,1624,31.3,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2021,1주기,4.0,2111,40.68,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2021,1주기,5.0,1037,19.98,매우 그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2025,2주기,1.0,51,1.82,전혀그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2025,2주기,2.0,237,8.46,그렇지않다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2025,2주기,3.0,990,35.36,보통이다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2025,2주기,4.0,1116,39.86,그렇다
경기학교교육실태조사,중학교,TR_SCH_CULTURE_06,C12,학교풍토·리더십,S1202,민주적 학교문화,교사,혁신적·민주적 학교 문화 - 6)지역사회와의 연계를 강화하기 위하여 노력한다,2025,2주기,5.0,406,14.5,매우그렇다
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2021,1주기,1.0,895,17.25,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2021,1주기,2.0,1674,32.26,1시간 이상~2시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2021,1주기,3.0,1108,21.35,2시간 이상~3시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2021,1주기,4.0,604,11.64,3시간 이상~4시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2021,1주기,5.0,347,6.69,4시간 이상~5시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2021,1주기,6.0,561,10.81,5시간 이상
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2025,2주기,1.0,416,14.86,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2025,2주기,2.0,900,32.14,1시간 이상~ 2시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2025,2주기,3.0,613,21.89,2시간 이상~ 3시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2025,2주기,4.0,396,14.14,3시간 이상~ 4시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2025,2주기,5.0,174,6.21,4시간 이상~ 5시간 미만
경기학교교육실태조사,중학교,TR_TALK_01,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,2025,2주기,6.0,301,10.75,5시간 이상
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2021,1주기,1.0,1032,19.89,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2021,1주기,2.0,1451,27.96,1시간 이상~2시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2021,1주기,3.0,1045,20.14,2시간 이상~3시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2021,1주기,4.0,682,13.14,3시간 이상~4시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2021,1주기,5.0,413,7.96,4시간 이상~5시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2021,1주기,6.0,566,10.91,5시간 이상
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2025,2주기,1.0,720,25.71,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2025,2주기,2.0,791,28.25,1시간 이상~ 2시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2025,2주기,3.0,552,19.71,2시간 이상~ 3시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2025,2주기,4.0,321,11.46,3시간 이상~ 4시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2025,2주기,5.0,167,5.96,4시간 이상~ 5시간 미만
경기학교교육실태조사,중학교,TR_TALK_02,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,2025,2주기,6.0,249,8.89,5시간 이상
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2021,1주기,1.0,511,9.85,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2021,1주기,2.0,1122,21.62,1시간 이상~2시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2021,1주기,3.0,1105,21.3,2시간 이상~3시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2021,1주기,4.0,821,15.82,3시간 이상~4시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2021,1주기,5.0,564,10.87,4시간 이상~5시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2021,1주기,6.0,1066,20.54,5시간 이상
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2025,2주기,1.0,296,10.57,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2025,2주기,2.0,638,22.79,1시간 이상~ 2시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2025,2주기,3.0,604,21.57,2시간 이상~ 3시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2025,2주기,4.0,478,17.07,3시간 이상~ 4시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2025,2주기,5.0,289,10.32,4시간 이상~ 5시간 미만
경기학교교육실태조사,중학교,TR_TALK_03,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,2025,2주기,6.0,495,17.68,5시간 이상
경기학교교육실태조사,중학교,TR_TALK_04,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,2021,1주기,1.0,418,8.06,1시간 미만
경기학교교육실태조사,중학교,TR_TALK_04,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,2021,1주기,2.0,1287,24.8,1시간 이상~2시간 미만
경기학교교육실태조사,중학교,TR_TALK_04,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,2021,1주기,3.0,1226,23.63,2시간 이상~3시간 미만
경기학교교육실태조사,중학교,TR_TALK_04,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,2021,1주기,4.0,821,15.82,3시간 이상~4시간 미만
경기학교교육실태조사,중학교,TR_TALK_04,C11,교사 전문성,S1102,동료 협력,교사,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,2021,1주기,5.0,535,10.31,4시간 이상~5시간 미만
